code,scheme_name,funding_commencement_year,grant_status,funding_at_announcement,funding_current,administering_organisation,for_primary_codes,for_primary_names,for_all_codes,for_all_names,fellowship_holders,fellowship_holders_orcids,lead_ci_orcid,lead_ci_citations_openalex_through_award_year,lead_ci_openalex_author_id,lead_ci_citation_source
FT250100748,ARC Future Fellowships,2025,Active,795000,799100.0,Monash University,5101,Astronomical Sciences,401204; 401211; 5101; 510107,"Computational Methods In Fluid Flow, Heat and Mass Transfer (Incl. Computational Fluid Dynamics); Multiphysics Flows (Incl. Multiphase and Reacting Flows); Astronomical Sciences; Planetary Science (Excl. Solar System and Planetary Geology)",Asst Prof Rebecca Nealon,0000-0003-0856-679X,0000-0003-0856-679X,824,https://openalex.org/A5085855139,openalex_counts_by_year
FT250100757,ARC Future Fellowships,2025,Active,1264129,1270696.0,Charles Sturt University,3901,Curriculum and Pedagogy,3901; 390109,Curriculum and Pedagogy; Mathematics and Numeracy Curriculum and Pedagogy,Prof Amy MacDonald,0000-0001-5983-4980,0000-0001-5983-4980,1669,https://openalex.org/A5030500381,openalex_counts_by_year
FT250100772,ARC Future Fellowships,2025,Active,1002210,1007680.0,The University of Queensland,4401,Anthropology,4401; 440106; 451305,Anthropology; Medical Anthropology; Pacific Peoples Culture,Dr Jenny Munro,0000-0003-4869-6986,0000-0003-4869-6986,1268,https://openalex.org/A5061488948,openalex_counts_by_year
FT250100777,ARC Future Fellowships,2025,Active,1253522,1259855.0,Western Sydney University,4705,Literary Studies,450109; 4705; 470502; 470526,"Aboriginal and Torres Strait Islander Literature, Journalism and Professional Writing; Literary Studies; Australian Literature (Excl. Aboriginal and Torres Strait Islander Literature); Other Literatures In English",A/Prof Ben Etherington,0000-0001-9588-0175,0000-0001-9588-0175,131,https://openalex.org/A5026815901,openalex_counts_by_year
FT250100812,ARC Future Fellowships,2025,Active,1284184,1290779.0,Curtin University,3105,Genetics,3105; 310509; 310510; 410401,Genetics; Genomics; Molecular Evolution; Conservation and Biodiversity,Prof Morten Allentoft,0000-0003-4424-3568,0000-0003-4424-3568,16940,https://openalex.org/A5041528578,openalex_counts_by_year
FT250100813,ARC Future Fellowships,2025,Active,1131800,1137601.0,The University of Sydney,4608,Human-Centred Computing,4608; 460801; 460806; 460809,Human-Centred Computing; Accessible Computing; Human-Computer Interaction; Pervasive Computing,A/Prof Anusha Withanage Don,0000-0001-6587-1278,0000-0001-6587-1278,1166,https://openalex.org/A5047568623,openalex_counts_by_year
FT250100816,ARC Future Fellowships,2025,Active,976696,981702.0,Monash University,3109,Zoology,3109; 310907; 310912,Zoology; Animal Physiological Ecology; Comparative Physiology,Dr Lesley Alton,0000-0002-4236-2494,0000-0002-4236-2494,1463,https://openalex.org/A5041628955,openalex_counts_by_year
FT250100821,ARC Future Fellowships,2025,Active,1105646,1111443.0,University of Wollongong,3402,Inorganic Chemistry,3402; 340209; 340503; 340601,Inorganic Chemistry; Organometallic Chemistry; Organic Chemical Synthesis; Catalysis and Mechanisms of Reactions,Dr Sinead Keaveney,0000-0002-7613-7383,0000-0002-7613-7383,982,https://openalex.org/A5042855471,openalex_counts_by_year
FT250100831,ARC Future Fellowships,2025,Active,1276288,1282711.0,The University of Melbourne,4004,Chemical Engineering,4004; 400401; 400403; 400409,Chemical Engineering; Carbon Capture Engineering (Excl. Sequestration); Chemical Engineering Design; Separation Technologies,A/Prof Gang Li,0000-0003-1700-297X,0000-0003-1700-297X,3573,https://openalex.org/A5055340435,openalex_counts_by_year
FT250100834,ARC Future Fellowships,2025,Active,1093436,1099179.0,The Australian National University,4904,Pure Mathematics,4904; 490402; 490410,Pure Mathematics; Algebraic and Differential Geometry; Partial Differential Equations,Dr Mat Langford,,,,,
FT250100844,ARC Future Fellowships,2025,Active,1091272,1097030.0,The University of New South Wales,4605,Data Management and Data Science,4605; 460505,Data Management and Data Science; Database Systems,Dr Xin Cao,,,,,
FT250100852,ARC Future Fellowships,2025,Active,975544,980544.0,The University of Sydney,4016,Materials Engineering,400404; 4016; 401605,Electrochemical Energy Storage and Conversion; Materials Engineering; Functional Materials,Dr Zengxia Pei,,,,,
FT250100853,ARC Future Fellowships,2025,Active,1286884,1293479.0,Macquarie University,4016,Materials Engineering,400404; 4016; 401605; 401807,Electrochemical Energy Storage and Conversion; Materials Engineering; Functional Materials; Nanomaterials,Prof Yijiao Jiang,0000-0002-6191-9825,0000-0002-6191-9825,7154,https://openalex.org/A5072704368,openalex_counts_by_year
FT250100854,ARC Future Fellowships,2025,Active,1131488,1137288.0,The University of Western Australia,4513,"Pacific Peoples Culture, Language and History",430101; 450101; 4513; 451301,"Archaeological Science; Aboriginal and Torres Strait Islander Archaeology; Pacific Peoples Culture, Language and History; Archaeology of New Guinea and Pacific Islands (Excl. New Zealand)",Dr Emilie Dotte-Sarout,0000-0003-1413-9655,0000-0003-1413-9655,531,https://openalex.org/A5056928614,openalex_counts_by_year
FT250100855,ARC Future Fellowships,2025,Active,976144,981148.0,The University of Sydney,4017,Mechanical Engineering,4017; 401706,Mechanical Engineering; Numerical Modelling and Mechanical Characterisation,Dr Junning Chen,0000-0001-7121-0994,0000-0001-7121-0994,4268,https://openalex.org/A5066523003,openalex_counts_by_year
FT250100875,ARC Future Fellowships,2025,Active,1130708,1136492.0,The University of New South Wales,3403,Macromolecular and Materials Chemistry,3403; 340302; 340303,Macromolecular and Materials Chemistry; Macromolecular Materials; Nanochemistry,Dr Peter Wich,0000-0003-1522-0340,0000-0003-1522-0340,2333,https://openalex.org/A5036510125,openalex_counts_by_year
FT250100879,ARC Future Fellowships,2025,Active,1286791,1293386.0,The University of Adelaide,3101,Biochemistry and Cell Biology,3101; 310111; 310114; 490102,Biochemistry and Cell Biology; Signal Transduction; Systems Biology; Biological Mathematics,A/Prof Lan Nguyen,0000-0003-4040-7705,0000-0003-4040-7705,3396,https://openalex.org/A5040251521,openalex_counts_by_year
FT250100880,ARC Future Fellowships,2025,Active,1047398,1052846.0,University of Wollongong,4904,Pure Mathematics,4904; 490410,Pure Mathematics; Partial Differential Equations,Dr Glen Wheeler,0000-0003-3314-5647,0000-0003-3314-5647,384,https://openalex.org/A5052058766,openalex_counts_by_year
FT250100881,ARC Future Fellowships,2025,Active,1280213,1286805.0,Monash University,3709,Physical Geography and Environmental Geoscience,370502; 3709; 370901; 370905,Geochronology; Physical Geography and Environmental Geoscience; Geomorphology and Earth Surface Processes; Quaternary Environments,A/Prof Kathryn Fitzsimmons,0000-0002-9337-0793,0000-0002-9337-0793,4067,https://openalex.org/A5041202612,openalex_counts_by_year
FT250100922,ARC Future Fellowships,2025,Active,1275884,1282254.0,The Australian National University,3405,Organic Chemistry,3405; 340502; 340503; 340601,Organic Chemistry; Natural Products and Bioactive Compounds; Organic Chemical Synthesis; Catalysis and Mechanisms of Reactions,Prof Andrew Lawrence,0000-0002-9573-5637,0000-0002-9573-5637,1549,https://openalex.org/A5065550610,openalex_counts_by_year
FT250100951,ARC Future Fellowships,2025,Active,1286732,1293327.0,The Australian National University,4904,Pure Mathematics,461305; 490399; 4904; 490412,Data Structures and Algorithms; Numerical and Computational Mathematics Not Elsewhere Classified; Pure Mathematics; Topology,A/Prof Katharine Turner,0000-0002-6679-7441,0000-0002-6679-7441,1106,https://openalex.org/A5075245013,openalex_counts_by_year
FL250100004,Australian Laureate Fellowships,2025,Active,3907133,3922782.0,Monash University,4605,Data Management and Data Science,4605; 460502,Data Management and Data Science; Data Mining and Knowledge Discovery,Prof Geoffrey Webb,,,,,
FL250100011,Australian Laureate Fellowships,2025,Active,3904460,3920763.0,The University of Sydney,3404,Medicinal and Biomolecular Chemistry,3404; 340401; 340407; 340503,Medicinal and Biomolecular Chemistry; Biologically Active Molecules; Proteins and Peptides; Organic Chemical Synthesis,Prof Richard Payne,0000-0002-3618-9226,0000-0002-3618-9226,10367,https://openalex.org/A5053176470,openalex_counts_by_year
FL250100019,Australian Laureate Fellowships,2025,Active,3890346,3906610.0,Flinders University,3102,Bioinformatics and Computational Biology,3102; 310201; 310204,Bioinformatics and Computational Biology; Bioinformatic Methods Development; Genomics and Transcriptomics,Prof Robert Edwards,0000-0001-8383-8949,0000-0001-8383-8949,61927,https://openalex.org/A5036802114,openalex_counts_by_year
FL250100022,Australian Laureate Fellowships,2025,Active,3914319,3930628.0,University of Tasmania,3709,Physical Geography and Environmental Geoscience,370603; 3709; 370902,Geodesy; Physical Geography and Environmental Geoscience; Glaciology,Prof Matt King,0000-0001-5611-9498,0000-0001-5611-9498,14177,https://openalex.org/A5057576854,openalex_counts_by_year
FL250100028,Australian Laureate Fellowships,2025,Active,3809306,3825313.0,The University of Queensland,5201,Applied and Developmental Psychology,5201; 520106,Applied and Developmental Psychology; Psychology of Ageing,Prof Julie Henry,,,,,
FL250100084,Australian Laureate Fellowships,2025,Active,3916944,3933269.0,The University of Western Australia,4501,"Aboriginal and Torres Strait Islander Culture, Language and History",4501; 450101,"Aboriginal and Torres Strait Islander Culture, Language and History; Aboriginal and Torres Strait Islander Archaeology",Prof Josephine McDonald,0000-0002-2701-7406,0000-0002-2701-7406,1854,https://openalex.org/A5030327003,openalex_counts_by_year
FL250100087,Australian Laureate Fellowships,2025,Active,3760000,3776195.0,University of Tasmania,3706,Geophysics,3706; 370602; 370609; 370902,Geophysics; Electrical and Electromagnetic Methods In Geophysics; Seismology and Seismic Exploration; Glaciology,Prof Anya Reading,,,,,
FL250100099,Australian Laureate Fellowships,2025,Active,3724610,3738414.0,The University of New South Wales,4016,Materials Engineering,4016; 401605; 401807,Materials Engineering; Functional Materials; Nanomaterials,Prof Chuan Zhao,,,,,
FL250100103,Australian Laureate Fellowships,2025,Active,3888099,3903873.0,The Australian National University,3706,Geophysics,370401; 370507; 3706; 370609,Computational Modelling and Simulation In Earth Sciences; Planetary Geology; Geophysics; Seismology and Seismic Exploration,Prof Hrvoje Tkalcic,0000-0001-7072-490X,0000-0001-7072-490X,4703,https://openalex.org/A5049393692,openalex_counts_by_year
FL250100109,Australian Laureate Fellowships,2025,Active,3819456,3834443.0,Monash University,4407,Policy and Administration,420699; 4407; 440708; 440712,Public Health Not Elsewhere Classified; Policy and Administration; Public Administration; Social Policy,Prof Alex Collie,0000-0003-2617-9339,0000-0003-2617-9339,11262,https://openalex.org/A5034586000,openalex_counts_by_year
FL250100115,Australian Laureate Fellowships,2025,Active,4003621,4018979.0,The University of Queensland,4704,Linguistics,4704; 470403; 470406; 470407,"Linguistics; Computational Linguistics; Historical, Comparative and Typological Linguistics; Language Documentation and Description",Prof Felicity Meakins,0000-0003-4487-4351,0000-0003-4487-4351,5307,https://openalex.org/A5026047614,openalex_counts_by_year
FL250100132,Australian Laureate Fellowships,2025,Active,3762590,3777059.0,The University of Melbourne,4104,Environmental Management,4104; 410406; 440699,Environmental Management; Natural Resource Management; Human Geography Not Elsewhere Classified,Prof Tiffany Morrison,0000-0001-5433-037X,0000-0001-5433-037X,9213,https://openalex.org/A5026244937,openalex_counts_by_year
FL250100143,Australian Laureate Fellowships,2025,Active,3786257,3802567.0,The University of New South Wales,4016,Materials Engineering,400908; 4016; 401601; 401605,Microelectronics; Materials Engineering; Ceramics; Functional Materials,Prof Sean Li,,,,,
FL250100156,Australian Laureate Fellowships,2025,Active,3771349,3786982.0,University of Technology Sydney,4005,Civil Engineering,4005; 400502; 401706,Civil Engineering; Civil Geotechnical Engineering; Numerical Modelling and Mechanical Characterisation,Prof Daichao Sheng,,,,,
FL250100162,Australian Laureate Fellowships,2025,Active,3737346,3753364.0,The University of New South Wales,4016,Materials Engineering,400910; 4016; 401603; 401605,Photovoltaic Devices (Solar Cells); Materials Engineering; Compound Semiconductors; Functional Materials,Prof Xiaojing Hao,0000-0001-5903-4481,0000-0001-5903-4481,21147,https://openalex.org/A5036517550,openalex_counts_by_year
FL250100172,Australian Laureate Fellowships,2025,Active,3905253,3921531.0,The University of Queensland,4504,Aboriginal and Torres Strait Islander Health and Wellbeing,4504; 450404; 450420,"Aboriginal and Torres Strait Islander Health and Wellbeing; Aboriginal and Torres Strait Islander Cultural Determinants of Health; Aboriginal and Torres Strait Islander Social, Emotional, Cultural and Spiritual Wellbeing",Prof James Ward,0000-0002-2892-4542,0000-0002-2892-4542,6496,https://openalex.org/A5014483955,openalex_counts_by_year
FL250100198,Australian Laureate Fellowships,2025,Active,3756286,3770630.0,Monash University,4005,Civil Engineering,4005; 400505; 400510,Civil Engineering; Construction Materials; Structural Engineering,Prof Wenhui Duan,0000-0002-8147-7673,0000-0002-8147-7673,16362,https://openalex.org/A5068445233,openalex_counts_by_year
DE250100003,Discovery Early Career Researcher Award,2025,Active,488618,508519.0,The Australian National University,5101,Astronomical Sciences,5101; 510103; 510104,Astronomical Sciences; Cosmology and Extragalactic Astronomy; Galactic Astronomy,Dr Amit Seta,0000-0001-9708-0286,0000-0001-9708-0286,860,https://openalex.org/A5077743979,openalex_counts_by_year
DE250100004,Discovery Early Career Researcher Award,2025,Active,486675,506475.0,The Australian National University,3104,Evolutionary Biology,3104; 310402; 310410; 310412,Evolutionary Biology; Biogeography and Phylogeography; Phylogeny and Comparative Analysis; Speciation and Extinction,Dr Alexander Skeels,0000-0002-9973-4703,0000-0002-9973-4703,744,https://openalex.org/A5038775948,openalex_counts_by_year
DE250100006,Discovery Early Career Researcher Award,2025,Active,485703,505545.0,La Trobe University,4105,Pollution and Contamination,310703; 4105; 410501,Microbial Ecology; Pollution and Contamination; Environmental Biogeochemistry,Dr Caitlin Gionfriddo,0000-0003-0745-9255,0000-0003-0745-9255,844,https://openalex.org/A5050068067,openalex_counts_by_year
DE250100012,Discovery Early Career Researcher Award,2025,Active,477731,496564.0,University of Southern Queensland,4001,Aerospace Engineering,4001; 400106,Aerospace Engineering; Hypersonic Propulsion and Hypersonic Aerothermodynamics,Dr Byrenn Birch,0000-0003-0625-2455,0000-0003-0625-2455,181,https://openalex.org/A5047209299,openalex_counts_by_year
DE250100013,Discovery Early Career Researcher Award,2025,Active,458693,477668.0,Griffith University,3005,Fisheries Sciences,3005; 300505; 410102,Fisheries Sciences; Fisheries Management; Ecological Impacts of Climate Change and Ecological Adaptation,Dr Ryan Heneghan,0000-0001-7626-1248,0000-0001-7626-1248,2347,https://openalex.org/A5041977950,openalex_counts_by_year
